Date,Temperature,Humidity,SensibleTemp
2014-09-02,27.6,55.1,28.2
2014-09-03,20.6,99.9,24.3
2014-09-04,27.6,58.8,28.5
2014-09-05,29.0,54.4,29.5
2014-09-06,30.8,45.9,30.4
2014-09-07,31.0,50.9,31.1
2014-09-08,30.0,55.6,30.6
2014-09-09,28.2,41.3,27.4
2014-09-10,28.8,38.0,27.7
2014-09-11,29.2,44.2,28.7
2014-09-12,26.6,56.2,27.3
2014-09-13,28.1,43.9,27.6
2014-09-14,28.4,43.8,27.9
2014-09-15,27.5,44.6,27.1
2014-09-16,26.9,37.2,25.8
2014-09-17,22.3,52.3,22.7
2014-09-18,26.9,40.9,26.2
2014-09-19,28.2,33.1,26.6
2014-09-20,27.9,30.7,26.0
2014-09-21,25.6,42.6,25.1
2014-09-22,27.4,39.8,26.5
2014-09-23,29.0,30.2,27.0
2014-09-24,23.7,62.8,24.9
2014-09-25,27.3,48.9,27.3
2014-09-26,24.1,64.2,25.4
2014-09-27,25.0,61.2,26.1
2014-09-28,24.7,65.3,26.1
2014-09-29,20.7,97.9,24.3
2014-09-30,23.6,54.7,24.2
2015-05-01,27.0,46.6,26.8
2015-05-02,26.0,40.4,25.3
2015-05-03,19.1,95.9,22.5
2015-05-04,17.1,90.0,20.1
2015-05-05,19.1,26.3,17.6
2015-05-06,21.9,23.9,19.8
2015-05-07,23.7,23.5,21.4
2015-05-08,22.6,45.7,22.5
2015-05-09,23.7,39.6,23.0
2015-05-10,25.8,23.1,23.2
2015-05-11,24.1,41.7,23.5
2015-05-12,16.3,97.8,19.7
2015-05-13,21.3,53.9,21.9
2015-05-14,26.5,57.4,27.3
2015-05-15,23.2,60.6,24.2
2015-05-16,25.0,25.4,22.8
2015-05-17,25.0,21.3,22.3
2015-05-18,22.1,47.9,22.2
2015-05-19,16.2,85.3,18.9
2015-05-20,21.8,36.8,21.0
2015-05-21,25.6,28.1,23.6
2015-05-22,27.1,29.0,25.1
2015-05-23,28.3,24.5,25.6
2015-05-24,28.4,22.6,25.5
2015-05-25,28.5,35.0,27.1
2015-05-26,29.8,27.1,27.4
2015-05-27,31.4,14.8,26.9
2015-05-28,31.9,23.2,28.7
2015-05-29,29.3,29.3,27.2
2015-05-30,23.2,57.0,24.0
2015-05-31,29.5,34.9,28.0
2015-06-01,28.5,25.6,26.0
2015-06-02,29.3,30.1,27.3
2015-06-03,29.4,15.1,25.2
2015-06-04,31.4,17.3,27.3
2015-06-05,20.4,59.1,21.4
2015-06-06,28.9,31.0,27.0
2015-06-07,31.4,25.2,28.6
2015-06-08,27.8,36.1,26.5
2015-06-09,28.0,45.2,27.7
2015-06-10,34.0,30.6,31.7
2015-06-11,28.6,40.0,27.7
2015-06-12,29.9,37.5,28.7
2015-06-13,30.6,46.7,30.3
2015-06-14,27.6,50.8,27.8
2015-06-15,29.6,52.4,29.9
2015-06-16,30.5,49.8,30.5
2015-06-17,30.1,49.3,30.1
2015-06-18,31.3,33.6,29.6
2015-06-19,29.8,44.4,29.3
2015-06-20,22.6,72.9,24.5
2015-06-21,29.0,46.6,28.7
2015-06-22,28.9,49.4,28.9
2015-06-23,30.9,41.5,30.1
2015-06-24,30.0,52.7,30.3
2015-06-25,29.0,53.3,29.4
2015-06-26,25.3,56.3,26.0
2015-06-27,31.0,39.0,29.9
2015-06-28,31.0,49.8,31.0
2015-06-29,30.4,46.5,30.1
2015-06-30,28.9,53.2,29.3
2015-07-01,27.7,47.4,27.6
2015-07-02,28.3,40.6,27.5
2015-07-03,27.8,40.1,27.0
2015-07-04,29.2,44.2,28.7
2015-07-05,29.6,39.4,28.6
2015-07-06,32.5,32.6,30.6
2015-07-07,29.4,48.9,29.3
2015-07-08,26.2,62.8,27.4
2015-07-09,31.8,46.3,31.5
2015-07-10,33.5,48.8,33.4
2015-07-11,35.9,43.0,35.1
2015-07-12,27.7,77.7,30.1
2015-07-13,24.4,96.9,28.0
2015-07-14,31.2,51.4,31.4
2015-07-15,33.1,49.2,33.0
2015-07-16,28.7,43.7,28.2
2015-07-17,28.6,42.3,27.9
2015-07-18,27.7,56.4,28.4
2015-07-19,29.8,55.3,30.3
2015-07-20,30.7,63.8,32.0
2015-07-21,29.3,73.4,31.4
2015-07-22,31.7,64.8,33.1
2015-07-23,32.1,55.8,32.7
2015-07-24,25.3,98.2,29.1
2015-07-25,26.4,84.9,29.3
2015-07-26,29.7,70.7,31.5
2015-07-27,30.0,69.9,31.8
2015-07-28,30.8,61.6,31.9
2015-07-29,28.8,80.1,31.4
2015-07-30,32.9,59.4,33.8
2015-07-31,32.3,62.0,33.4
2015-08-01,31.5,61.4,32.6
2015-08-02,28.8,75.9,31.1
2015-08-03,31.5,62.8,32.7
2015-08-04,30.7,64.1,32.0
2015-08-05,32.6,52.3,32.8
2015-08-06,34.3,50.2,34.3
2015-08-07,34.4,50.9,34.5
2015-08-08,32.3,60.1,33.3
2015-08-09,30.6,58.9,31.5
2015-08-10,31.9,55.7,32.5
2015-08-11,30.1,61.1,31.2
2015-08-12,32.8,43.2,32.1
2015-08-13,29.9,59.7,30.8
2015-08-14,32.4,44.1,31.8
2015-08-15,30.6,58.5,31.4
2015-08-16,31.1,59.6,32.0
2015-08-17,32.7,45.0,32.2
2015-08-18,31.9,48.6,31.8
2015-08-19,29.6,62.6,30.8
2015-08-20,28.0,63.5,29.2
2015-08-21,29.3,57.0,30.0
2015-08-22,29.2,52.2,29.5
2015-08-23,31.6,47.1,31.3
2015-08-24,30.2,52.3,30.5
2015-08-25,24.5,57.3,25.3
2015-08-26,25.3,56.2,26.0
2015-08-27,30.0,33.7,28.3
2015-08-28,28.0,51.6,28.2
2015-08-29,30.2,49.2,30.1
2015-08-30,30.9,42.3,30.1
2015-08-31,31.1,42.0,30.3
2015-09-01,30.6,45.6,30.2
2015-09-02,27.7,58.9,28.6
2015-09-03,27.8,56.5,28.5
2015-09-04,30.6,47.0,30.3
2015-09-05,23.6,83.2,26.3
2015-09-06,26.0,54.6,26.5
2015-09-07,28.4,38.6,27.4
2015-09-08,28.7,29.5,26.6
2015-09-09,29.6,33.9,28.0
2015-09-10,28.3,46.0,28.0
2015-09-11,24.3,63.5,25.6
2015-09-12,23.9,36.3,22.9
2015-09-13,26.0,30.4,24.2
2015-09-14,27.7,41.6,27.0
2015-09-15,28.6,30.8,26.7
2015-09-16,26.5,35.2,25.2
2015-09-17,27.6,31.9,25.9
2015-09-18,29.2,33.5,27.5
2015-09-19,28.8,34.4,27.3
2015-09-20,28.3,42.2,27.6
2015-09-21,29.0,34.1,27.4
2015-09-22,30.9,27.9,28.5
2015-09-23,25.9,44.4,25.5
2015-09-24,30.4,30.1,28.3
2015-09-25,29.7,36.3,28.4
2015-09-26,27.8,35.4,26.5
2015-09-27,29.7,24.9,27.0
2015-09-28,28.2,23.2,25.4
2015-09-29,28.2,24.4,25.5
2015-09-30,26.2,30.1,24.4
2016-05-01,25.9,19.1,22.8
2016-05-02,28.2,34.6,26.8
2016-05-03,17.6,94.6,20.9
2016-05-04,20.2,34.8,19.3
2016-05-05,26.6,24.2,24.1
2016-05-06,18.1,93.3,21.3
2016-05-07,22.5,36.7,21.6
2016-05-08,26.8,27.7,24.7
2016-05-09,25.4,30.1,23.6
2016-05-10,18.1,57.0,18.9
2016-05-11,23.5,44.4,23.2
2016-05-12,23.8,47.7,23.8
2016-05-13,25.4,32.6,23.9
2016-05-14,26.6,27.5,24.5
2016-05-15,24.0,42.4,23.6
2016-05-16,21.8,33.2,20.6
2016-05-17,26.0,36.5,24.9
2016-05-18,29.3,25.3,26.7
2016-05-19,31.8,22.3,28.5
2016-05-20,31.1,31.6,29.1
2016-05-21,30.3,18.4,26.5
2016-05-22,31.6,22.0,28.3
2016-05-23,29.4,31.1,27.5
2016-05-24,21.7,50.1,22.0
2016-05-25,24.3,50.3,24.5
2016-05-26,22.6,59.4,23.6
2016-05-27,25.9,48.9,25.9
2016-05-28,27.9,40.2,27.1
2016-05-29,27.4,42.7,26.8
2016-05-30,28.8,35.7,27.4
2016-05-31,27.6,44.9,27.2
2016-06-01,29.8,26.3,27.2
2016-06-02,29.1,31.2,27.2
2016-06-03,27.4,36.4,26.2
2016-06-04,25.8,43.0,25.3
2016-06-05,32.1,23.4,28.9
2016-06-06,28.1,33.8,26.6
2016-06-07,25.8,54.1,26.3
2016-06-08,27.6,47.1,27.4
2016-06-09,30.4,43.0,29.8
2016-06-10,30.7,43.5,30.1
2016-06-11,26.1,66.9,27.6
2016-06-12,26.2,73.4,28.2
2016-06-13,29.4,51.1,29.6
2016-06-14,29.1,53.4,29.5
2016-06-15,24.5,60.1,25.5
2016-06-16,24.8,59.0,25.7
2016-06-17,28.9,46.6,28.7
2016-06-18,29.8,45.7,29.4
2016-06-19,29.1,52.3,29.4
2016-06-20,30.5,44.3,30.0
2016-06-21,31.1,49.8,31.1
2016-06-22,30.2,54.8,30.7
2016-06-23,29.2,57.0,29.9
2016-06-24,25.6,65.3,27.0
2016-06-25,26.6,46.3,26.4
2016-06-26,29.9,42.1,29.2
2016-06-27,29.0,40.4,28.1
2016-06-28,29.4,52.8,29.7
2016-06-29,29.8,47.1,29.6
2016-06-30,26.9,67.6,28.5
2016-07-01,26.0,86.2,29.0
2016-07-02,27.7,59.2,28.6
2016-07-03,26.8,54.2,27.3
2016-07-04,24.1,66.2,25.6
2016-07-05,24.7,91.9,28.0
2016-07-06,26.8,58.9,27.7
2016-07-07,28.5,58.8,29.4
2016-07-08,32.4,47.9,32.2
2016-07-09,32.6,45.6,32.1
2016-07-10,33.0,49.3,32.9
2016-07-11,33.0,53.3,33.3
2016-07-12,30.8,54.3,31.2
2016-07-13,29.3,61.3,30.4
2016-07-14,31.7,54.5,32.2
2016-07-15,29.1,52.9,29.4
2016-07-16,23.8,82.8,26.5
2016-07-17,23.1,76.6,25.3
2016-07-18,28.1,61.2,29.2
2016-07-19,32.2,46.8,31.9
2016-07-20,32.6,54.7,33.1
2016-07-21,32.1,55.3,32.6
2016-07-22,33.8,51.7,34.0
2016-07-23,31.5,60.6,32.5
2016-07-24,30.0,70.0,31.8
2016-07-25,31.4,62.4,32.6
2016-07-26,31.9,56.9,32.6
2016-07-27,28.9,73.6,31.0
2016-07-28,30.5,59.1,31.4
2016-07-29,28.3,77.8,30.7
2016-07-30,32.8,54.7,33.3
2016-07-31,31.8,64.2,33.1
2016-08-01,32.0,61.6,33.1
2016-08-02,30.8,60.5,31.8
2016-08-03,33.8,50.3,33.8
2016-08-04,35.4,42.2,34.5
2016-08-05,35.9,44.9,35.3
2016-08-06,33.8,57.0,34.5
2016-08-07,34.9,44.6,34.3
2016-08-08,35.4,47.4,35.1
2016-08-09,33.3,55.1,33.8
2016-08-10,34.8,42.2,33.9
2016-08-11,36.3,44.0,35.6
2016-08-12,35.5,50.8,35.5
2016-08-13,35.0,44.4,34.4
2016-08-14,31.8,63.2,33.1
2016-08-15,33.3,50.8,33.4
2016-08-16,34.3,48.0,34.1
2016-08-17,34.0,46.1,33.6
2016-08-18,33.9,49.0,33.8
2016-08-19,33.2,54.0,33.6
2016-08-20,34.5,40.9,33.5
2016-08-21,36.5,33.4,34.4
2016-08-22,36.0,41.4,35.0
2016-08-23,32.9,51.4,33.1
2016-08-24,32.8,45.6,32.4
2016-08-25,32.0,51.1,32.1
2016-08-26,28.1,38.7,27.1
2016-08-27,29.6,32.7,27.9
2016-08-28,24.4,52.7,24.8
2016-08-29,26.7,46.0,26.4
2016-08-30,24.5,47.6,24.5
2016-08-31,19.2,81.6,21.7
2016-09-01,28.6,58.3,29.4
2016-09-02,28.9,52.0,29.1
2016-09-03,28.6,55.3,29.2
2016-09-04,29.3,63.8,30.6
2016-09-05,30.6,52.9,30.9
2016-09-06,28.8,50.5,28.9
2016-09-07,28.6,50.1,28.7
2016-09-08,26.5,61.6,27.6
2016-09-09,29.0,51.4,29.2
2016-09-10,29.0,47.8,28.9
2016-09-11,28.2,51.9,28.5
2016-09-12,27.3,54.2,27.8
2016-09-13,30.5,45.5,30.1
2016-09-14,28.8,54.0,29.2
2016-09-15,29.2,45.0,28.8
2016-09-16,29.4,47.2,29.2
2016-09-17,28.1,48.5,28.0
2016-09-18,28.3,41.0,27.5
2016-09-19,27.7,39.6,26.8
2016-09-20,26.8,28.2,24.7
2016-09-21,25.1,32.8,23.7
2016-09-22,26.7,37.4,25.6
2016-09-23,27.9,37.7,26.8
2016-09-24,28.6,39.8,27.7
2016-09-25,29.6,29.5,27.5
2016-09-26,28.9,43.9,28.4
2016-09-27,23.8,68.9,25.5
2016-09-28,21.7,79.2,24.1
2016-09-29,24.5,54.6,25.1
2016-09-30,23.4,58.5,24.3
2017-05-01,28.1,28.8,26.0
2017-05-02,27.8,29.4,25.8
2017-05-03,29.9,22.4,26.8
2017-05-04,27.5,29.0,25.5
2017-05-05,26.9,37.1,25.8
2017-05-06,18.6,36.5,18.0
2017-05-07,22.7,23.3,20.5
2017-05-08,23.4,45.7,23.3
2017-05-09,22.6,37.0,21.8
2017-05-10,20.6,58.1,21.5
2017-05-11,24.8,50.7,25.0
2017-05-12,21.1,69.0,22.8
2017-05-13,22.6,55.3,23.2
2017-05-14,20.7,34.7,19.8
2017-05-15,20.1,49.4,20.4
2017-05-16,22.2,43.1,21.9
2017-05-17,25.8,38.4,24.9
2017-05-18,26.7,30.9,25.0
2017-05-19,27.8,25.6,25.3
2017-05-20,27.2,36.2,26.0
2017-05-21,27.5,29.5,25.5
2017-05-22,28.0,40.3,27.2
2017-05-23,23.9,55.0,24.5
2017-05-24,27.6,38.3,26.6
2017-05-25,24.2,47.5,24.1
2017-05-26,23.1,31.2,21.7
2017-05-27,26.4,27.8,24.3
2017-05-28,27.8,39.5,26.9
2017-05-29,29.1,41.9,28.4
2017-05-30,29.8,19.0,26.2
2017-05-31,29.4,32.5,27.7
2017-06-01,27.0,48.1,26.9
2017-06-02,25.1,28.0,23.2
2017-06-03,26.4,28.3,24.4
2017-06-04,28.1,23.9,25.4
2017-06-05,29.8,22.4,26.7
2017-06-06,23.9,38.2,23.1
2017-06-07,19.1,97.3,22.6
2017-06-08,25.8,42.9,25.3
2017-06-09,25.7,53.7,26.2
2017-06-10,27.3,19.5,24.0
2017-06-11,29.6,22.2,26.5
2017-06-12,27.8,33.7,26.3
2017-06-13,25.4,51.6,25.7
2017-06-14,26.5,46.2,26.3
2017-06-15,29.4,35.5,28.0
2017-06-16,32.4,38.7,31.2
2017-06-17,29.9,31.4,28.0
2017-06-18,31.3,31.4,29.3
2017-06-19,29.2,45.8,28.9
2017-06-20,32.7,26.4,29.9
2017-06-21,31.6,32.5,29.7
2017-06-22,30.0,47.0,29.8
2017-06-23,33.5,38.9,32.3
2017-06-24,27.8,42.2,27.2
2017-06-25,28.1,55.4,28.7
2017-06-26,29.8,47.1,29.6
2017-06-27,30.4,52.8,30.7
2017-06-28,30.5,51.6,30.7
2017-06-29,31.5,44.0,30.9
2017-06-30,30.9,46.9,30.6
2017-07-01,30.6,48.6,30.5
2017-07-02,26.8,83.5,29.6
2017-07-03,27.4,70.7,29.2
2017-07-04,31.2,58.7,32.1
2017-07-05,32.6,50.7,32.7
2017-07-06,34.2,50.3,34.2
2017-07-07,28.1,76.4,30.4
2017-07-08,27.6,78.5,30.0
2017-07-09,30.3,74.8,32.5
2017-07-10,24.9,98.6,28.7
2017-07-11,30.1,67.4,31.7
2017-07-12,31.1,60.1,32.1
2017-07-13,32.1,55.6,32.6
2017-07-14,32.9,55.8,33.5
2017-07-15,27.3,77.2,29.6
2017-07-16,28.5,73.9,30.6
2017-07-17,28.5,80.0,31.1
2017-07-18,30.6,63.8,31.9
2017-07-19,34.1,54.2,34.5
2017-07-20,34.9,50.9,35.0
2017-07-21,32.4,66.0,33.9
2017-07-22,32.5,61.7,33.6
2017-07-23,27.2,99.2,31.1
2017-07-24,26.5,89.4,29.7
2017-07-25,35.4,40.2,34.3
2017-07-26,32.5,48.7,32.4
2017-07-27,29.7,57.2,30.4
2017-07-28,26.8,88.7,30.0
2017-07-29,29.9,63.7,31.2
2017-07-30,32.4,51.2,32.5
2017-07-31,27.1,72.7,29.1
2017-08-01,32.9,59.2,33.8
2017-08-02,33.0,63.4,34.3
2017-08-03,32.9,55.2,33.4
2017-08-04,35.1,45.4,34.6
2017-08-05,34.6,59.7,35.5
2017-08-06,34.0,57.3,34.7
2017-08-07,34.1,53.8,34.4
2017-08-08,30.6,60.1,31.6
2017-08-09,31.9,50.2,31.9
2017-08-10,26.3,88.3,29.4
2017-08-11,32.3,48.2,32.1
2017-08-12,32.3,49.3,32.2
2017-08-13,28.4,56.9,29.1
2017-08-14,26.5,71.5,28.4
2017-08-15,23.8,79.8,26.3
2017-08-16,26.8,68.9,28.5
2017-08-17,27.6,71.3,29.5
2017-08-18,30.6,57.9,31.4
2017-08-19,28.6,69.8,30.4
2017-08-20,25.7,82.9,28.4
2017-08-21,28.7,72.7,30.7
2017-08-22,31.3,56.1,31.9
2017-08-23,30.2,75.1,32.4
2017-08-24,28.1,80.4,30.7
2017-08-25,30.3,38.3,29.2
2017-08-26,29.1,35.4,27.7
2017-08-27,26.6,51.2,26.8
2017-08-28,26.4,56.4,27.1
2017-08-29,23.9,38.9,23.1
2017-08-30,23.9,57.7,24.7
2017-08-31,27.4,45.9,27.1
2017-09-01,29.5,41.2,28.7
2017-09-02,29.5,38.2,28.4
2017-09-03,29.1,44.2,28.6
2017-09-04,29.9,36.6,28.6
2017-09-05,23.7,59.9,24.7
2017-09-06,24.0,71.3,25.8
2017-09-07,27.2,61.7,28.3
2017-09-08,29.6,41.3,28.8
2017-09-09,28.1,54.8,28.6
2017-09-10,26.1,65.3,27.5
2017-09-11,24.6,62.7,25.8
2017-09-12,27.9,47.6,27.8
2017-09-13,27.4,32.5,25.8
2017-09-14,29.1,39.1,28.1
2017-09-15,27.4,40.2,26.6
2017-09-16,27.4,44.2,27.0
2017-09-17,29.2,36.6,27.9
2017-09-18,27.4,43.2,26.9
2017-09-19,25.6,74.4,27.7
2017-09-20,24.8,33.7,23.5
2017-09-21,26.8,34.3,25.4
2017-09-22,26.8,45.9,26.6
2017-09-23,27.0,54.6,27.5
2017-09-24,27.9,56.6,28.6
2017-09-25,30.0,38.3,28.8
2017-09-26,31.2,38.9,30.1
2017-09-27,27.3,56.7,28.0
2017-09-28,24.5,41.9,24.0
2017-09-29,23.5,27.0,21.6
2017-09-30,25.8,53.9,26.3
2019-05-01,22.0,45.9,21.9
2019-05-02,25.0,20.9,22.2
2019-05-03,26.1,22.6,23.4
2019-05-04,27.3,27.0,25.0
2019-05-05,26.2,20.2,23.2
2019-05-06,18.4,25.7,16.9
2019-05-07,21.9,21.6,19.6
2019-05-08,21.1,35.2,20.2
2019-05-09,22.9,22.0,20.5
2019-05-10,26.7,30.4,24.9
2019-05-11,28.0,30.8,26.1
2019-05-12,28.8,26.9,26.4
2019-05-13,22.7,34.8,21.6
2019-05-14,26.8,28.7,24.8
2019-05-15,27.8,28.6,25.7
2019-05-16,29.9,30.1,27.8
2019-05-17,28.3,33.7,26.8
2019-05-18,25.9,40.3,25.2
2019-05-19,21.1,92.2,24.3
2019-05-20,20.0,91.5,23.2
2019-05-21,23.1,31.1,21.7
2019-05-22,26.3,22.6,23.6
2019-05-23,28.8,28.2,26.6
2019-05-24,33.2,30.7,31.0
2019-05-25,27.6,30.3,25.7
2019-05-26,30.7,26.5,28.1
2019-05-27,19.6,94.0,22.9
2019-05-28,24.5,27.0,22.5
2019-05-29,26.5,28.7,24.5
2019-05-30,24.3,36.4,23.3
2019-05-31,23.3,37.6,22.4
2019-06-01,23.7,44.3,23.4
2019-06-02,27.5,30.0,25.6
2019-06-03,29.5,33.6,27.9
2019-06-04,29.0,35.1,27.6
2019-06-05,29.3,47.9,29.1
2019-06-06,25.1,58.5,26.0
2019-06-07,24.6,54.7,25.2
2019-06-08,27.3,44.8,26.9
2019-06-09,26.3,52.8,26.7
2019-06-10,21.9,53.1,22.4
2019-06-11,25.9,37.5,24.9
2019-06-12,26.4,50.0,26.5
2019-06-13,28.4,39.5,27.5
2019-06-14,28.2,36.7,27.0
2019-06-15,27.4,44.0,26.9
2019-06-16,27.1,42.6,26.5
2019-06-17,26.1,43.4,25.7
2019-06-18,24.5,65.7,25.9
2019-06-19,25.3,60.4,26.3
2019-06-20,27.5,52.3,27.8
2019-06-21,26.1,58.3,26.9
2019-06-22,30.4,30.3,28.3
2019-06-23,30.9,31.6,28.9
2019-06-24,30.7,34.4,29.1
2019-06-25,32.7,29.0,30.3
2019-06-26,29.1,44.0,28.6
2019-06-27,31.1,47.9,30.9
2019-06-28,28.8,54.8,29.3
2019-06-29,27.7,48.6,27.7
2019-06-30,28.5,51.1,28.7
2019-07-01,28.8,41.6,28.1
2019-07-02,29.5,43.0,28.9
2019-07-03,27.4,52.0,27.7
2019-07-04,32.8,31.2,30.7
2019-07-05,34.9,31.9,32.7
2019-07-06,35.9,25.9,32.8
2019-07-07,32.4,28.8,30.0
2019-07-08,31.0,32.8,29.2
2019-07-09,29.8,35.7,28.4
2019-07-10,27.3,42.8,26.8
2019-07-11,25.8,62.5,27.0
2019-07-12,28.5,50.9,28.7
2019-07-13,29.2,50.9,29.4
2019-07-14,31.5,41.3,30.6
2019-07-15,27.2,62.6,28.4
2019-07-16,28.5,61.3,29.6
2019-07-17,29.1,56.9,29.8
2019-07-18,31.6,46.8,31.3
2019-07-19,34.9,39.4,33.7
2019-07-20,31.8,52.4,32.0
2019-07-21,27.0,79.7,29.5
2019-07-22,31.0,56.0,31.6
2019-07-23,32.9,52.2,33.1
2019-07-24,27.0,82.5,29.7
2019-07-25,26.9,94.3,30.5
2019-07-26,25.9,92.8,29.3
2019-07-27,33.2,53.9,33.6
2019-07-28,28.2,77.7,30.6
2019-07-29,29.7,70.0,31.5
2019-07-30,30.7,67.6,32.3
2019-07-31,26.6,92.8,30.1
2019-08-01,30.0,72.3,32.0
2019-08-02,33.0,57.4,33.7
2019-08-03,35.2,53.0,35.5
2019-08-04,34.3,52.7,34.5
2019-08-05,35.8,48.3,35.5
2019-08-06,36.4,39.9,35.2
2019-08-07,30.3,65.5,31.7
2019-08-08,32.6,58.1,33.4
2019-08-09,34.4,54.6,34.9
2019-08-10,36.5,43.8,35.8
2019-08-11,35.6,37.6,34.1
2019-08-12,28.5,89.5,31.8
2019-08-13,35.3,47.5,35.0
2019-08-14,35.7,45.5,35.2
2019-08-15,28.6,62.1,29.7
2019-08-16,29.5,64.0,30.8
2019-08-17,28.4,63.9,29.7
2019-08-18,30.6,45.5,30.2
2019-08-19,30.8,46.7,30.5
2019-08-20,32.6,48.3,32.4
2019-08-21,30.3,57.2,31.0
2019-08-22,31.3,45.3,30.8
2019-08-23,30.3,36.1,28.9
2019-08-24,27.2,59.0,28.1
2019-08-25,29.9,48.8,29.8
2019-08-26,32.1,38.9,30.9
2019-08-27,29.3,51.7,29.5
2019-08-28,29.7,49.0,29.7
2019-08-29,26.2,64.4,27.5
2019-08-30,27.0,47.4,26.9
2019-08-31,28.9,41.6,28.2
2019-09-01,27.5,51.1,27.7
2019-09-02,29.6,40.5,28.7
2019-09-03,27.8,58.2,28.6
2019-09-04,25.5,82.5,28.2
2019-09-05,27.5,70.0,29.3
2019-09-06,29.1,66.8,30.6
2019-09-07,29.5,59.0,30.4
2019-09-08,27.2,68.0,28.8
2019-09-09,28.0,64.2,29.3
2019-09-10,26.5,79.6,29.0
2019-09-11,28.6,56.8,29.3
2019-09-12,22.9,63.7,24.1
2019-09-13,29.0,40.8,28.2
2019-09-14,23.0,93.4,26.4
2019-09-15,29.9,47.3,29.7
2019-09-16,30.4,36.5,29.0
2019-09-17,28.8,33.3,27.2
2019-09-18,24.7,45.4,24.5
2019-09-19,25.9,41.7,25.3
2019-09-20,24.2,41.8,23.7
2019-09-21,22.0,55.3,22.7
2019-09-22,18.9,72.5,20.8
2019-09-23,24.2,42.7,23.8
2019-09-24,26.5,39.7,25.7
2019-09-25,27.4,41.0,26.6
2019-09-26,28.4,43.1,27.8
2019-09-27,26.9,47.0,26.7
2019-09-28,28.8,47.1,28.6
2019-09-29,28.5,34.3,27.0
2019-09-30,29.7,32.4,27.9
2020-05-01,26.1,55.2,26.7
2020-05-02,23.5,70.4,25.3
2020-05-03,27.3,49.0,27.3
2020-05-04,25.1,53.8,25.6
2020-05-05,19.3,64.7,20.7
2020-05-06,27.3,25.5,24.9
2020-05-07,26.5,21.4,23.6
2020-05-08,27.2,14.2,23.1
2020-05-09,16.7,96.3,20.1
2020-05-10,16.5,83.5,19.1
2020-05-11,20.8,45.5,20.8
2020-05-12,18.9,61.1,20.0
2020-05-13,21.2,35.2,20.3
2020-05-14,25.2,23.5,22.7
2020-05-15,19.2,50.6,19.6
2020-05-16,20.3,76.9,22.5
2020-05-17,24.8,60.5,25.8
2020-05-18,26.7,52.5,27.0
2020-05-19,16.1,78.9,18.4
2020-05-20,20.1,48.5,20.3
2020-05-21,22.9,44.0,22.6
2020-05-22,22.5,59.4,23.5
2020-05-23,24.9,48.0,24.9
2020-05-24,20.2,75.5,22.3
2020-05-25,21.3,68.4,22.9
2020-05-26,22.4,58.6,23.3
2020-05-27,23.5,51.0,23.8
2020-05-28,23.4,45.9,23.3
2020-05-29,27.5,40.2,26.7
2020-05-30,30.0,31.6,28.1
2020-05-31,27.9,42.9,27.3
2020-06-01,24.4,39.9,23.7
2020-06-02,21.6,52.7,22.1
2020-06-03,28.2,51.1,28.4
2020-06-04,26.5,60.3,27.5
2020-06-05,28.7,48.5,28.6
2020-06-06,30.4,44.1,29.9
2020-06-07,29.0,49.4,29.0
2020-06-08,32.0,43.0,31.3
2020-06-09,32.6,40.7,31.6
2020-06-10,31.9,45.6,31.5
2020-06-11,31.6,45.7,31.2
2020-06-12,27.5,56.2,28.2
2020-06-13,33.2,38.9,32.0
2020-06-14,28.7,52.6,29.0
2020-06-15,27.1,52.9,27.5
2020-06-16,30.5,43.1,29.9
2020-06-17,30.3,45.2,29.9
2020-06-18,27.2,48.8,27.2
2020-06-19,29.9,48.0,29.8
2020-06-20,29.7,50.1,29.8
2020-06-21,32.6,39.6,31.5
2020-06-22,35.3,30.7,32.9
2020-06-23,31.0,44.1,30.4
2020-06-24,26.1,66.7,27.6
2020-06-25,22.6,91.1,25.8
2020-06-26,25.6,67.8,27.2
2020-06-27,29.5,55.1,30.0
2020-06-28,30.0,52.3,30.3
2020-06-29,26.5,67.4,28.1
2020-06-30,23.0,70.8,24.8
2020-07-01,24.2,69.0,25.9
2020-07-02,29.8,54.1,30.2
2020-07-03,29.6,56.5,30.3
2020-07-04,29.4,43.8,28.9
2020-07-05,27.6,54.4,28.1
2020-07-06,30.9,50.9,31.0
2020-07-07,28.0,62.4,29.2
2020-07-08,30.3,57.0,31.0
2020-07-09,32.9,42.5,32.1
2020-07-10,27.2,67.2,28.7
2020-07-11,30.2,52.2,30.5
2020-07-12,26.0,64.1,27.3
2020-07-13,21.7,88.7,24.7
2020-07-14,24.1,68.2,25.7
2020-07-15,28.6,46.0,28.3
2020-07-16,29.6,60.1,30.6
2020-07-17,31.6,54.1,32.0
2020-07-18,31.0,55.7,31.6
2020-07-19,26.5,79.3,29.0
2020-07-20,26.6,83.5,29.4
2020-07-21,30.3,56.1,30.9
2020-07-22,25.6,84.0,28.4
2020-07-23,22.5,94.1,25.9
2020-07-24,26.7,64.6,28.0
2020-07-25,28.9,57.8,29.7
2020-07-26,29.4,60.5,30.4
2020-07-27,25.3,88.5,28.4
2020-07-28,26.4,76.0,28.6
2020-07-29,24.9,95.6,28.5
2020-07-30,28.2,75.7,30.4
2020-07-31,29.6,72.2,31.6
2020-08-01,26.8,88.6,30.0
2020-08-02,26.3,95.8,29.9
